mfcc,chroma,mel,label
-418.92255~88.439255~-6.096563~8.4244~15.087785~18.06409~-13.864738~0.6868259~0.9518454~-6.012452~-7.1025014~-0.94931763~-5.109807~-4.3137555~-4.034053~-3.1348736~-3.2920272~-0.3288854~-5.2242656~-4.8006654~-1.8839513~-4.255549~-4.623769~-4.048967~-3.9709966~-3.6135259~-3.768961~-6.0565124~-3.1697571~-3.1969872~-4.572109~-2.780011~-3.8351822~-2.6535912~-3.4805713~-2.9427943~-1.7524291~-2.0958364~-3.3636224~-1.4768775,0.7424211~0.698247~0.68227285~0.674501~0.6629422~0.6765683~0.68568844~0.6914197~0.7095905~0.72554183~0.7348076~0.74079573,0.0018991472~0.009616887~0.37432912~3.307494~3.4055638~0.4754956~0.4567803~1.8422362~4.4424796~4.715077~3.2642941~1.6872532~4.174409~7.259547~6.2171273~2.658073~1.8552041~1.9831952~1.4627609~0.9603383~0.99311584~0.6043005~0.38736615~0.39747247~0.5192397~0.23351777~0.29618955~0.37968957~0.5888447~0.25308287~0.09925834~0.21733767~0.30604044~0.3654681~0.42253393~0.40848753~0.26711825~0.12068142~0.0913474~0.24482012~0.13960363~0.13647804~0.43334275~0.14327225~0.1290981~0.15968797~0.16400379~0.20546429~0.26800576~0.3653296~0.49938804~0.6385458~0.82965523~0.75144595~0.45280805~0.8026261~0.36462495~0.36632523~0.50200164~0.79075557~0.86332566~0.8570616~0.44737738~0.30539542~0.35768148~0.24485502~0.15958646~0.07634429~0.020663783~0.027094897~0.022971792~0.019893033~0.010970792~0.0067483787~0.005067659~0.005477126~0.0057301745~0.0054749753~0.0052018743~0.0037694701~0.002628009~0.0025686112~0.0022673982~0.0018753258~0.0015136884~0.0015564013~0.0018739328~0.0023988953~0.0025359541~0.0022205939~0.0030506528~0.0029092818~0.0027196538~0.0022233203~0.0019341313~0.0018111244~0.0016375788~0.0012801354~0.0012656845~0.0013416844~0.0013403499~0.0011879546~0.0009856104~0.0007113859~0.00074990507~0.00094704446~0.0010952486~0.0011630082~0.0012259578~0.0011406849~0.0011222137~0.00091898866~0.00066897064~0.0005146369~0.00041335434~0.00038670975~0.00033066486~0.00026096235~0.0002037246~0.00015044738~0.00011586338~7.752758e-05~6.7645415e-05~5.5801953e-05~4.711648e-05~3.1497428e-05~1.8350162e-05~1.1427364e-05,disgust
-322.88757~82.82705~-16.081799~19.15005~-2.3108222~6.8290696~-22.497658~-2.3768206~-16.69885~-22.337307~-13.936858~-12.876674~-11.387104~-10.749684~-9.14815~-3.2860217~-4.2514763~-7.469663~-12.170432~-13.5065~-9.73545~-10.762274~-7.655678~-9.709811~-11.700262~-9.959482~-8.798997~-4.177321~-3.5199714~-4.014882~-5.830541~-5.289507~-2.5844219~1.090475~3.5518079~5.2294893~3.7555335~3.377354~3.2043288~2.4257858,0.5873467~0.5176044~0.49120656~0.4937746~0.47652295~0.5065894~0.5619109~0.6272127~0.64110863~0.6566044~0.66306514~0.6105526,6.7973175e-05~0.0008034056~0.0031539726~0.04634878~2.7586093~22.514664~59.04684~50.917118~8.517463~0.6343871~0.8773142~3.5786266~5.939804~8.772525~20.256151~34.80579~24.126167~7.0443845~3.4055972~3.3155217~3.3153336~5.388904~4.1863384~0.5051227~0.31426093~0.11688807~0.20938967~0.30853105~1.2717892~2.4720242~0.5502416~0.31212214~0.9431705~1.2184896~0.34145376~0.35994396~0.80065405~0.45882803~0.23103051~0.18194948~0.092115216~0.12556362~0.14939722~0.14110652~0.3091741~0.2332967~0.38432693~0.29500338~0.10910391~0.079889886~0.17930126~0.17399463~0.115713395~0.10829796~0.32869777~0.2350342~0.040551547~0.078073464~0.098306306~0.04753814~0.05279033~0.08466391~0.09872664~0.19137187~0.22996299~0.12455836~0.17153886~0.15655617~0.18740197~0.17649736~0.1926377~0.1801713~0.16894618~0.14306384~0.09567352~0.06692755~0.052790627~0.03567045~0.03302016~0.02255303~0.036069226~0.04449067~0.028243698~0.027265875~0.06408993~0.06620321~0.068747975~0.13888621~0.07158651~0.10338666~0.15020166~0.15792592~0.07649068~0.05690441~0.03707929~0.03453848~0.022284973~0.025197467~0.02366315~0.02302907~0.026505586~0.027003717~0.027967036~0.023851568~0.021383377~0.014672956~0.0075197713~0.0064481017~0.005036117~0.0037169254~0.0040530437~0.0033957358~0.0031412325~0.0030295409~0.0021283608~0.0014562882~0.0008511187~0.0004919955~0.00030995498~0.0002156373~0.00011232741~6.085718e-05~3.6512385e-05~3.405023e-05~2.8813114e-05~1.731218e-05~7.3780616e-06~2.749606e-06,disgust
-307.60284~104.31884~-19.6305~13.354792~-2.8934476~5.0901437~-26.828375~-12.119928~-16.119001~-28.46889~-19.741026~-15.150509~-18.09177~-7.7733154~-5.587899~-13.591409~-9.338293~-8.502216~-19.78244~-18.231928~-8.509798~-10.890397~-11.507683~-11.161704~-13.80848~-9.162412~-9.343~-10.052202~-4.5769534~-4.9277864~-2.9168515~0.35945734~3.146103~6.3700943~6.4152102~12.697474~11.780238~8.7902155~7.0554795~5.429162,0.581594~0.4762515~0.40210843~0.37345248~0.38491702~0.392787~0.37550926~0.3805843~0.47645694~0.6243309~0.7344419~0.68985677,1.9536134e-05~8.849068e-05~0.0004536802~0.004768329~0.15831122~4.105823~50.345844~80.35393~28.195127~1.2353064~0.2235642~0.82703054~3.963101~17.604277~22.880754~23.415882~16.042244~17.326899~14.637624~6.749229~4.653797~9.085494~4.158695~0.48983264~0.8142733~1.0084226~0.84140754~0.48330414~0.5945113~0.37976947~0.1173386~0.093193635~0.23360206~0.65054804~1.2499745~1.9480217~0.7210589~0.15909721~0.24279748~0.46329606~0.459497~0.30053818~0.13342778~0.06273415~0.1647083~0.20703943~0.21144801~0.22786285~0.2619562~0.42402437~0.26577687~0.18537824~0.25318354~0.32784635~0.22400501~0.13575475~0.08458851~0.11909865~0.07094857~0.11960064~0.12266193~0.10337506~0.10520784~0.15883562~0.21659558~0.1333799~0.060003772~0.027121525~0.025223903~0.027639588~0.03379071~0.06261016~0.07196687~0.057605144~0.04128926~0.025082957~0.026952561~0.0138003025~0.009824372~0.018010497~0.026294596~0.011857844~0.017219516~0.023104873~0.011814934~0.0094266~0.022606647~0.017087547~0.012627604~0.024815984~0.018477501~0.016068717~0.016758252~0.011356197~0.014871604~0.016900616~0.018353943~0.020024035~0.016853338~0.01579995~0.014056799~0.01599408~0.014223221~0.010363751~0.008691385~0.006689555~0.0048358086~0.004696252~0.0038410726~0.0031481755~0.002481267~0.0024531542~0.0021130114~0.0021275408~0.0015602432~0.0010494656~0.0008392492~0.00060878624~0.0003315506~0.0002099732~0.000120854434~6.2536026e-05~4.968671e-05~5.4093787e-05~4.7224243e-05~3.8705562e-05~2.0860143e-05~7.736707e-06,disgust
-339.41418~104.09702~-12.542333~10.209827~-4.8673496~3.9972057~-12.407556~-22.530836~-14.113672~-13.158898~-17.834215~-14.97271~-9.512082~-6.6634173~-8.403395~-6.4222856~-3.783466~-7.2101536~-6.919747~-9.503155~-10.4065075~-8.043147~-7.404424~-9.784057~-12.749085~-9.3966875~-8.825263~-8.777618~-8.303427~-6.80813~-2.523587~-0.8375772~0.5285648~-1.3340104~-2.7251174~0.9659357~0.050268676~0.9280473~1.729354~2.753348,0.57077974~0.50087774~0.51923597~0.48429316~0.4661667~0.4463574~0.45287514~0.5243818~0.5758996~0.6062574~0.63005984~0.6213207,1.8658115e-05~0.00037276515~0.022599174~0.44985253~1.6938915~4.2043943~14.14047~12.879362~3.2329283~0.99562246~1.5919534~3.737098~11.32595~21.693064~30.026758~40.0904~34.56344~12.657866~7.5641627~7.4406857~2.9056537~0.6926408~0.37279582~0.4253163~0.998733~1.5856937~1.3319421~0.5439651~0.28142327~0.21678203~0.18282424~0.33678696~0.30704737~0.23833692~0.10865056~0.20082267~0.65448785~0.51163524~0.27073354~0.12793079~0.21560732~0.18823549~0.2239464~0.15582456~0.1387538~0.31596565~0.68114173~1.0038507~0.5284022~0.6985484~0.8717611~0.48755854~0.21239626~0.15369865~0.2336955~0.120028~0.15075612~0.26524538~0.22600849~0.12321235~0.04801873~0.056283183~0.0335133~0.020997714~0.03692441~0.023385067~0.014769774~0.03222374~0.02162214~0.016750518~0.017288206~0.019902091~0.008580807~0.0044058315~0.005335608~0.006861763~0.0066224462~0.003558203~0.0076262914~0.01417235~0.015404834~0.02061322~0.03274993~0.01510341~0.011469838~0.025937341~0.015593395~0.0067207105~0.009855683~0.00919619~0.009970079~0.012823942~0.0069646467~0.00665273~0.0067677577~0.007087471~0.0066351574~0.005596665~0.0038397682~0.0029857734~0.0024758773~0.0032068333~0.0035064227~0.002664819~0.002073239~0.0017818431~0.0009848328~0.00083682884~0.0007513464~0.0010505742~0.0008348391~0.0006761244~0.00073261996~0.0005090194~0.0003730015~0.00029897116~0.00022845018~0.00020176031~0.000107543136~6.402934e-05~4.0496543e-05~3.5003908e-05~3.6207755e-05~4.136738e-05~4.030843e-05~4.7507758e-05~2.5725085e-05~1.3301119e-05,disgust
-313.19867~87.020485~-42.058548~25.119404~-21.823719~-0.6301079~-14.000986~-18.99967~-12.698951~-17.922972~-25.271334~-16.51723~-17.20485~-4.5305915~-3.387907~-6.843212~-11.853136~-5.1152487~-4.7236786~-15.778722~-7.900252~-7.737204~-9.084268~-9.6984215~-11.3835945~-6.1288867~-7.3375163~-9.716061~-7.1179476~-5.5247197~-5.1283236~-0.83710253~1.8298519~3.077774~1.5483533~5.997133~2.9753892~1.9499134~4.586646~4.307184,0.55032104~0.51298153~0.5380917~0.52057976~0.48474628~0.44765773~0.46202132~0.53410393~0.59370214~0.6339584~0.6630757~0.6460569,2.0891468e-05~0.00033408386~0.012673579~0.090882465~0.32261467~0.81134045~2.7631547~2.4043162~1.169551~0.36676538~1.1061035~1.6219618~5.499534~13.295444~11.662355~13.929322~9.249724~2.828563~1.2561623~3.0672662~2.7461293~2.5864885~1.6399721~0.48967147~0.5769202~0.6734038~0.7087219~0.30106077~0.18885423~0.16380307~0.22531275~0.60416883~0.7166164~0.85970867~0.65527534~0.5774866~0.6486058~0.998013~1.271216~0.95673823~0.814155~0.50180244~0.22666211~0.14706431~0.25606236~0.4522746~0.3781544~0.5378366~0.7245006~0.67469585~0.36572063~0.2021823~0.87468576~0.6574303~0.41414696~0.13774167~0.12615095~0.18410824~0.2410935~0.27298936~0.2173317~0.16473356~0.13209434~0.21296811~0.15567763~0.08295253~0.03856668~0.042593874~0.076781265~0.07477797~0.059437666~0.098510325~0.18244925~0.15027604~0.04377147~0.05077985~0.06322934~0.039713837~0.04606673~0.08072373~0.09331536~0.07617166~0.044682868~0.106877655~0.0980838~0.08025225~0.07151793~0.08909126~0.14107178~0.16319947~0.17497514~0.16315106~0.10831898~0.15547027~0.15351166~0.12612489~0.07057372~0.054747004~0.04755911~0.040828012~0.042360183~0.04081573~0.02842209~0.01608261~0.011239465~0.0048608757~0.002587073~0.0019184707~0.0019665835~0.0016102497~0.0017185742~0.001672086~0.0024607899~0.0027359813~0.0025545189~0.0018867467~0.0015658917~0.0010148113~0.0004768738~0.00021147255~0.000167584~0.00011129524~9.211832e-05~9.54101e-05~6.778977e-05~4.9112215e-05~2.3449235e-05~9.124523e-06,disgust
-332.651~87.53282~-43.612576~6.016862~-2.1048656~-0.59227616~-17.328379~-14.891169~-14.545355~1.4775227~-3.734317~6.856802~0.17588854~-2.3155787~-2.4942358~-7.3533683~-2.5020263~-3.1692178~4.1285667~11.221526~14.01555~4.822453~3.2939541~1.0111908~-2.3162115~2.0826385~-1.6499684~-3.3828692~-2.2636201~1.61116~-3.6181228~-6.6651387~-3.2228491~-0.7317714~0.0037801107~0.8728292~-1.9022682~2.180865~-0.46260267~-1.9949479,0.4037457~0.39204115~0.42037848~0.47501677~0.5015281~0.50644815~0.5776427~0.55754334~0.53092223~0.49637458~0.46887428~0.47277507,0.0018674326~0.002919898~0.004902476~0.005324744~0.0035355107~0.0075672194~0.02707776~0.041181266~0.054094445~0.14129212~0.41611078~0.76569957~1.1841692~2.1320703~1.9308181~2.023828~1.2752964~0.749171~0.25005564~1.2658857~4.2241607~8.588873~11.412941~20.511671~23.819878~4.950871~4.431644~3.3752098~3.8344765~1.6172246~0.28897372~0.13715528~0.15651476~0.07257094~0.2545826~1.1736659~1.1541964~0.373612~0.22226615~0.25910714~0.51344633~0.6879701~0.8908204~2.2955441~4.669856~1.9138613~0.4004793~0.12831393~0.23456772~1.0484482~1.2615048~1.0354841~0.6480885~0.63833785~0.5923065~0.33707187~0.39991194~0.2607137~0.26155445~0.26807377~0.3803101~1.1378288~0.6692115~0.1943043~0.13946454~0.11965882~0.10897955~0.04758878~0.079651974~0.10824801~0.10345405~0.03478588~0.019499756~0.016033476~0.022206204~0.03502356~0.017940445~0.010959195~0.022915326~0.016251814~0.027647419~0.015853742~0.006303562~0.007833508~0.008575725~0.005009456~0.008057875~0.011940416~0.013660727~0.012497582~0.015508738~0.0095596025~0.008501153~0.008758493~0.005004651~0.0049255807~0.0045251837~0.004168517~0.0030795801~0.0022941025~0.004475513~0.0028632937~0.0024348195~0.0018480759~0.0016707995~0.0016093969~0.0013549807~0.00085641193~0.0014810971~0.0010975171~0.0010632393~0.0014573009~0.0014403699~0.0010674923~0.0008707757~0.001012928~0.000508149~0.00029074945~0.00016488093~0.00014644241~4.731957e-05~2.9400966e-05~2.9621346e-05~3.3807002e-05~2.9606048e-05~2.1367372e-05~1.2981399e-05~5.9990034e-06,disgust
-366.25067~63.78641~-8.411926~8.947585~2.483423~9.261242~-18.089151~-4.0790644~-0.27350593~-9.055108~-14.151024~0.23711532~-7.4598465~-8.186156~-1.215576~-1.3334839~-5.426422~-2.8735049~-1.450823~-4.3636775~-4.63313~-0.91198045~-5.749821~-5.387251~-4.264947~-3.3744223~-5.405352~-5.8908224~-3.069899~-2.8450117~-5.1444597~-2.5898075~-0.92243844~2.9180107~2.2324183~4.353356~5.367747~3.492722~1.2734212~1.716725,0.61392045~0.5496028~0.52893287~0.5128451~0.53643805~0.5840875~0.58205307~0.5816276~0.6379523~0.69153285~0.7280103~0.7117208,0.038373884~0.08152049~0.11604104~0.7649037~2.3182957~4.6738143~13.024244~11.829596~4.28331~1.797933~2.0779622~4.341405~19.76126~24.834894~26.105703~24.079361~3.9621463~2.3827195~2.1471078~1.5875947~1.2123878~1.4983677~1.7716135~0.8178073~0.6234906~1.3297486~1.8528814~0.8099277~0.61699647~0.73566514~0.41142532~0.23557843~0.29062074~0.49222264~0.3043281~0.4702429~0.50099546~0.26570526~0.2606896~0.4436649~0.22858763~0.264223~0.31358343~0.3179874~0.18958853~0.15155402~0.17292467~0.14345393~0.13568076~0.10776778~0.17770737~0.269688~0.4134332~0.5188518~0.59231716~0.25348315~0.14585957~0.1270328~0.15472052~0.17562489~0.22030345~0.30430272~0.22916052~0.21144123~0.16653475~0.09258707~0.07597721~0.058574814~0.070489615~0.08623091~0.07979139~0.06083828~0.053146884~0.028287325~0.02180597~0.020635312~0.012659959~0.01106676~0.010094594~0.009559896~0.010419133~0.0071913446~0.0071814423~0.008587297~0.010109993~0.01353676~0.0124903945~0.013826932~0.015583112~0.016922375~0.018643524~0.018473962~0.01579359~0.0127084255~0.010405096~0.0073668216~0.0074255457~0.008281959~0.008156337~0.007689877~0.0069275~0.005495642~0.0051113~0.0045355237~0.0038729515~0.0035716144~0.003754991~0.0038110986~0.0035165055~0.0032583522~0.0033751098~0.0031241786~0.0030739037~0.0026419938~0.0017662806~0.0016232023~0.0016400192~0.0013232767~0.00094926875~0.00068314094~0.00056524616~0.00040016236~0.00034224713~0.000338746~0.0002589555~0.00014646347~0.00010086593~6.313104e-05,disgust
-339.8306~86.13614~-14.778817~5.4422526~-18.348558~-6.8881364~-23.458763~-12.468824~-19.218748~-27.902107~-17.96924~-7.535295~-19.934992~-17.673231~-5.0082526~1.9588207~2.4145675~0.84532624~-4.137333~-1.4730772~3.088376~-3.6791067~-3.3446536~-0.6727457~-1.8359843~-1.4790666~-4.1711755~-2.3204448~-3.5471992~-3.0409017~-1.5430869~-5.37305~-4.5551906~-2.0302572~-0.5770995~1.2464972~0.39193156~-0.38635778~-2.3919256~-1.2823739,0.5562238~0.5222167~0.49348694~0.40654382~0.39825094~0.46704483~0.51452~0.5785264~0.5872202~0.59656453~0.61140466~0.6087547,5.2736643e-05~0.0010626712~0.0031215255~0.026267499~0.57867134~2.6346128~2.8996634~1.2017027~1.5201799~3.8063436~10.259012~17.198439~20.464762~36.31392~35.46384~18.714428~8.743782~12.36686~4.2402167~1.1678611~1.1605446~1.2101203~0.88530195~0.5737396~0.4273392~0.19536419~0.33307475~0.51667404~0.826396~1.0022504~0.8861108~0.6961993~0.42364365~0.34078965~0.5643543~1.0898973~0.7351761~0.13012657~0.04186827~0.037990186~0.067216866~0.051163755~0.10170332~0.1691812~0.22893548~0.39909244~0.36551887~0.40099365~0.3989445~0.3656622~0.32423022~0.32950565~0.13614285~0.10866728~0.11224561~0.044589043~0.02796544~0.023365242~0.0386074~0.031479932~0.033329897~0.053630218~0.10398761~0.10024061~0.097150005~0.09771054~0.19788815~0.09726405~0.10457189~0.12340789~0.037532367~0.028401362~0.035729665~0.05770741~0.075755425~0.07296263~0.058776215~0.051161807~0.030023294~0.02569912~0.0243359~0.036282644~0.017485768~0.031126795~0.02895036~0.032929562~0.031217385~0.026318025~0.029691918~0.067081615~0.09011969~0.08527415~0.059472453~0.042445153~0.030267669~0.0248029~0.030236848~0.024422698~0.020802319~0.021826565~0.016319772~0.013823393~0.012762386~0.012755499~0.011831935~0.00867736~0.0057075163~0.0044655562~0.005008164~0.0048599383~0.004424918~0.0040589636~0.0037004938~0.0032971934~0.002086698~0.0014493687~0.00096210313~0.0006581552~0.00045250647~0.00029429983~0.00019277292~0.00013681677~8.884517e-05~7.6358796e-05~6.235013e-05~3.508075e-05~2.1635262e-05~1.1117765e-05,disgust
-336.55334~102.17032~-17.54651~2.7726483~-8.823061~-13.141749~-22.602892~-10.0763645~-16.1571~-19.820835~-16.412445~-17.307333~-17.715324~-5.9976816~-5.620681~-9.006006~-3.3412826~-8.773705~-18.112366~-12.555961~-5.289278~-8.882558~-4.656331~-4.0629673~-6.9812484~-3.003779~-5.6079397~-5.541171~-3.2010727~-0.9814701~-0.028819257~2.1160777~4.778733~1.1014782~1.3755375~8.234696~5.962059~1.6080356~0.70883787~1.5598973,0.68853426~0.6415619~0.5944785~0.49400494~0.41835815~0.41382587~0.45856756~0.41903678~0.4464051~0.5493256~0.62599343~0.7008722,2.1259115e-05~0.00042222804~0.011643048~0.050863806~0.0696279~0.7949342~9.115882~13.122539~4.0582027~2.1756608~2.760356~3.208241~1.4340925~2.7541494~6.168061~6.37521~4.7358613~3.5991135~2.9473774~2.3648806~1.2677194~2.0474277~3.6443505~3.5524242~1.2275728~0.0755176~0.09788212~0.18025444~0.36078215~0.6981438~0.38391018~0.86749375~2.2574039~9.183149~18.732534~26.472023~5.2806916~0.19614023~0.23966892~0.23495045~0.14784288~0.09020392~0.12840965~0.78729844~0.6219468~0.044922132~0.057910137~0.24817514~0.35208282~0.86499727~1.8961785~0.26746464~0.09992868~0.1320113~0.083051436~0.08879658~0.07385257~0.048824053~0.10527289~0.124813795~0.053723726~0.10271163~0.08494327~0.055251878~0.16815099~0.12045718~0.026719881~0.007764218~0.009652406~0.01920081~0.01205659~0.018210128~0.03154144~0.028762043~0.015440128~0.030208664~0.02603438~0.035384353~0.022794565~0.049782056~0.04204185~0.005300756~0.006627086~0.0071843364~0.0038102388~0.009881545~0.012011303~0.005773351~0.0074258386~0.012656255~0.025823722~0.081977226~0.040568333~0.017065002~0.0195108~0.027645366~0.0565818~0.02835786~0.024789892~0.019802477~0.014020388~0.011174896~0.00967072~0.010375664~0.008230412~0.0044990727~0.003707102~0.0038794845~0.0040372387~0.005273193~0.0055277925~0.0064544287~0.007868609~0.008262019~0.0077183926~0.0047815125~0.0032037022~0.0024065836~0.0014015769~0.0007814813~0.0004241431~0.00019926709~0.00018901691~0.00022987733~0.00020489127~0.000100335885~3.1324886e-05~1.833461e-05,disgust
-375.2534~92.500885~16.722921~20.03596~-4.5914874~6.942227~-14.61283~-20.821459~-16.670298~-19.604555~-12.832438~-6.589449~-7.0179377~-8.236972~-17.83413~-16.031195~-8.313525~-4.6497097~-3.0579693~-4.596506~-4.6300097~-7.8133516~-7.364994~-7.637475~-8.935344~-6.077251~-4.9604034~-3.3903732~-7.40212~-11.955828~-10.881942~-6.24041~-0.6346756~-2.157446~-4.5572987~-1.99591~-2.3068833~1.5241731~2.0813758~0.3485072,0.5368755~0.4562989~0.4790303~0.5287081~0.52829134~0.5655396~0.5713262~0.63793945~0.67994785~0.65415776~0.620315~0.6284095,1.7253375e-05~0.00022910355~0.005211211~0.14691658~1.0366149~4.181991~7.1633506~2.8210735~0.63236094~0.8700511~2.0647788~4.243874~7.046469~14.840694~29.475986~17.65186~3.0243018~1.2837554~0.69103533~1.1922039~1.2668861~0.6853484~0.2478784~0.17676401~0.3693341~0.65658844~0.33698016~0.08074196~0.03499028~0.0272533~0.09262471~0.29526377~0.09976865~0.07817763~0.075937025~0.050144807~0.077841654~0.1480003~0.11758682~0.031740256~0.068740375~0.14879078~0.09211221~0.039352253~0.10986204~0.59051454~0.3236005~0.19530474~0.15031774~0.14578807~0.07358294~0.06758325~0.06800967~0.058809202~0.10258668~0.07271045~0.028955191~0.04122893~0.025700219~0.036201168~0.029941523~0.011899333~0.010461367~0.010620357~0.00863135~0.010654038~0.003916092~0.0037776306~0.006205013~0.0028861144~0.005264943~0.0027646327~0.0037333951~0.004190326~0.008900541~0.010960759~0.009101236~0.008742055~0.01995879~0.017374266~0.008823756~0.009255221~0.00806684~0.004360034~0.0076386607~0.0054908306~0.004222345~0.008851867~0.010558518~0.009761677~0.012211428~0.010161291~0.0071103373~0.009931117~0.0065867454~0.006190855~0.007789976~0.0048810123~0.0039059864~0.004303195~0.005490581~0.0048720925~0.003574439~0.0036679727~0.0033715148~0.0019057656~0.00085661956~0.0008466435~0.0007114478~0.0006034695~0.0005880725~0.000570602~0.0005177135~0.00047481817~0.00039374633~0.00029225516~0.00020375573~0.00013455292~0.00010019548~8.9425404e-05~4.4442797e-05~2.690547e-05~2.1313084e-05~2.1458063e-05~1.7103637e-05~8.491071e-06~3.4000875e-06~6.3918884e-07,disgust
-324.6338~85.23025~-14.791568~32.390205~-9.85215~10.778981~-9.684554~-16.07063~-14.956063~-17.331703~-18.605614~-14.673439~-13.556759~-5.3310513~-5.0144577~-6.311482~-8.820337~-5.6983104~-3.6096087~-12.055897~-8.483699~-2.7220225~-2.900223~-10.353749~-11.356851~-4.913814~-7.1759577~-8.374782~-11.016137~-11.077297~-6.594629~-5.211211~-7.7901516~-6.540747~-4.8106093~-0.9555427~-2.1402264~-0.85496014~-0.6259007~0.50481254,0.53665215~0.54103726~0.5804837~0.58838946~0.56081045~0.55465984~0.5615771~0.61482483~0.64462876~0.65178615~0.63162065~0.5738866,3.761674e-05~0.0012082055~0.020602366~0.4654311~3.383101~5.13704~4.6862183~1.549351~0.3037911~1.2200611~5.3288717~7.5458984~10.341372~16.30391~18.335848~10.67798~2.8455102~1.2466383~1.7395611~4.082527~2.607203~0.9398907~0.6014776~0.24763486~0.32650423~0.4476568~0.51934326~0.34008047~0.23823841~0.1134275~0.22726664~0.6343507~0.41127574~0.32820275~0.2238297~0.30815986~0.42595118~0.37705517~0.18898234~0.15761024~0.35878953~0.29395816~0.17039786~0.16043693~0.13227017~0.17645289~0.39817575~0.4941839~0.4723548~0.5022024~0.51810986~0.27442142~0.111860365~0.09357442~0.12889472~0.06573556~0.10001014~0.1534773~0.20399894~0.22887817~0.24198337~0.11275321~0.026033264~0.038817707~0.028459836~0.021432692~0.02337889~0.026959138~0.06970268~0.07911929~0.12153759~0.15536897~0.1528848~0.06895779~0.052813817~0.057319917~0.077777974~0.20890515~0.28736964~0.18403178~0.30529714~0.23436806~0.18134639~0.22296073~0.18355511~0.14737168~0.1560695~0.20239086~0.3144217~0.35470948~0.3574522~0.26058233~0.24327208~0.23063257~0.14315605~0.105481185~0.06474348~0.050350055~0.051436413~0.04250154~0.04211035~0.040031314~0.038382377~0.024857467~0.014865823~0.007835621~0.004855829~0.003716384~0.004688204~0.004019143~0.0028768892~0.0027332965~0.001874812~0.0014096682~0.00087225885~0.0006757696~0.00052356144~0.0003156151~0.00015866876~0.00010120708~6.531955e-05~4.861648e-05~5.001152e-05~6.1024115e-05~5.5949527e-05~3.3786513e-05~1.2065049e-05~3.9279685e-06,disgust
